date_iso,date,title,content,image,video
2020-05-09T10:49:00,"9 mai 2020 à 10:49","A 25 ans, cet artiste composait déjà de véritables tubes en puissance... 20 ans après, il rejoue ce titre ! Magnifiqu...","A 25 ans, cet artiste composait déjà de véritables tubes en puissance... 20 ans après, il rejoue ce titre ! Magnifique !","",""
2020-05-09T09:45:00,"9 mai 2020 à 09:45","📣Swim est le 2e groupe de Nico Sarro.","📣Swim est le 2e groupe de Nico Sarro.\nUn groupe puissant dont il ne restait aucune trace sur la toile ! Découvrez-le avec :\n🔴Reason Of Life, un tube en puissance !\n🎬les interviews des membres du groupe via un vlog exceptionnel de 20 mn !\n➡ https://zcu.io/v984","photos_and_videos/Photosdujournal_Eix909TVeA/96874107_276018090458064_3489846041090457600_o_276018087124731.jpg",""
2020-05-08T21:09:00,"8 mai 2020 à 21:09","Le deuxième groupe de @[750928865:2048:Nico Sarro] se révèle dans #entoijevoisdemain !","Le deuxième groupe de @[750928865:2048:Nico Sarro] se révèle dans #entoijevoisdemain !","photos_and_videos/thumbnails/95535744_528132801397178_519391116659785728_n.jpg","photos_and_videos/videos/95375033_920652035060843_7421231927420323547_n_528130448064080.mp4"
2020-05-08T10:30:00,"8 mai 2020 à 10:30","📊📈  L'instant statistiques :","📊📈  L'instant statistiques :\nVoici le TOP 10 des 🔴Lives #entoijevoisdemai les plus écoutés au moins d'avril ⤵ \n🎧  https://zcu.io/nN1k","photos_and_videos/Photosdujournal_Eix909TVeA/96238194_275244860535387_7015188406334390272_o_275244853868721.jpg",""
2020-05-07T17:29:00,"7 mai 2020 à 17:29","","","",""
2020-05-07T09:03:00,"7 mai 2020 à 09:03","Nico Sarro a fait partie pendant plusieurs années d'un groupe malheureusement méconnu qui a laissé derrière lui du tr...","Nico Sarro a fait partie pendant plusieurs années d'un groupe malheureusement méconnu qui a laissé derrière lui du très bon son.\nCe samedi à 10h sur la chaîne #entoiejvoisdemain, découvrez le groupe SWIM et son histoire !\n#AutourDeSarro #SARRO #VoixSensationnelle #ArtisteMaudit","photos_and_videos/Photosdujournal_Eix909TVeA/96103475_274403163952890_2245467124925464576_o_274403157286224.jpg",""
2020-05-06T20:56:00,"6 mai 2020 à 20:56","🤘Il y a eu du très très bon quand même pendant cette 2e phase du projet #entoijevoisdemain !  #MikePatton #FaithNoMor...","🤘Il y a eu du très très bon quand même pendant cette 2e phase du projet #entoijevoisdemain !  #MikePatton #FaithNoMore #DuVraiLive https://zcu.io/zYBNMis à jour : 6 mai 2020 à 20:56","",""
2020-05-06T08:50:00,"6 mai 2020 à 08:50","Ce 🔴Live #23 restera sans doute comme un des bijoux du projet #entoijevoisdemain  Ecoutez ce titre incroyable de TOOL...","Ce 🔴Live #23 restera sans doute comme un des bijoux du projet #entoijevoisdemain  Ecoutez ce titre incroyable de TOOL en acoustique ! ⤵  https://zcu.io/TnYyMis à jour : 6 mai 2020 à 08:50","",""
2020-05-05T17:22:00,"5 mai 2020 à 17:22","Pas mal quand même pour un seul mec jouant tous les instrus en une prise live ! On se la refait, non ? #entioijevoisd...","Pas mal quand même pour un seul mec jouant tous les instrus en une prise live ! On se la refait, non ? #entioijevoisdemain #Sarro #LorettaFortknox https://zcu.io/wpGBMis à jour : 5 mai 2020 à 17:22","",""
2020-05-05T08:50:00,"5 mai 2020 à 08:50","⭐ Nico a 20 piges ! Déjà une voix remarquable et un premier groupe, avec un super nom : Loretta Fortknox. A découvrir...","⭐ Nico a 20 piges ! Déjà une voix remarquable et un premier groupe, avec un super nom : Loretta Fortknox. A découvrir dans le vlog de cette semaine ⤵  https://zcu.io/P8HGMis à jour : 5 mai 2020 à 08:50","",""
2020-05-04T17:00:00,"4 mai 2020 à 17:00","Encore 200 vues et le 🔴Live #1, le titre ""Blanc"" de Nico Sarro, atteindra les 2k vues !","Encore 200 vues et le 🔴Live #1, le titre ""Blanc"" de Nico Sarro, atteindra les 2k vues !\nOn compte sur vous !!!\n👁‍🗨Blanc :  https://zcu.io/Uth2 \n🎟 Tipeee : https://zcu.io/NJ8N \n#entoijevoisdemain #MERCI #Tipeee #Sarro","photos_and_videos/Photosdujournal_Eix909TVeA/95955580_272315830828290_7045010863941484544_o_272315827494957.jpg",""
2020-05-04T08:45:00,"4 mai 2020 à 08:45","🤩 LA PROUESSE ⤵  1⃣ Le mec enregistre 1 titre LIVE chaque semaine depuis 6 mois. 2⃣ Avec le confinement, il doit auss...","🤩 LA PROUESSE ⤵  1⃣ Le mec enregistre 1 titre LIVE chaque semaine depuis 6 mois. 2⃣ Avec le confinement, il doit aussi gérer les enregistrements vidéo... ...et il trouve le moyen de jouer  TOUS les instruments en LIVE sur cet hommage à son 1er groupe! https://zcu.io/abX5Mis à jour : 4 mai 2020 à 08:45","",""
2020-05-03T18:30:00,"3 mai 2020 à 18:30","Dimanche soir... le mélomane a visionné le 🔴Live et le 🎬Vlog #entoijevoisdemain du week-end et jette un oeil au progr...","Dimanche soir... le mélomane a visionné le 🔴Live et le 🎬Vlog #entoijevoisdemain du week-end et jette un oeil au programme des prochaines semaines... ;)\nhttps://zcu.io/UE6c","photos_and_videos/Photosdujournal_Eix909TVeA/95823209_271570157569524_7918266659696017408_o_271570154236191.jpg",""
2020-05-03T09:30:00,"3 mai 2020 à 09:30","🙏Dans le passionnant 🎬vlog d'hier pour #entoijevoisdemain, Nico Sarro et Florent de Loretta Fortknox rendent en très ...","🙏Dans le passionnant 🎬vlog d'hier pour #entoijevoisdemain, Nico Sarro et Florent de Loretta Fortknox rendent en très bel hommage à Jean de Antoni, grand guitariste qui a marqué la région de Bourg.\nA voir ici ⤵ \nhttps://zcu.io/9xcv \nPhoto : Marc Dazy","photos_and_videos/Photosdujournal_Eix909TVeA/95703067_271234770936396_5724849697969930240_o_271234767603063.jpg",""
2020-05-02T19:00:00,"2 mai 2020 à 19:00","📣 N'oubliez pas de vous inscrire sur notre site à la newsletter pour être informé chaque semaine des projets ed #ento...","📣 N'oubliez pas de vous inscrire sur notre site à la newsletter pour être informé chaque semaine des projets ed #entoijevoisdemain !\nEt sinon, abonnez-vous à la chaîne Youtube ⤵ \nhttps://zcu.io/9Djr","photos_and_videos/Photosdujournal_Eix909TVeA/95146520_270807524312454_3928546529123500032_o_270807514312455.jpg",""
2020-05-02T17:40:00,"2 mai 2020 à 17:40","Une prouesse pour rejouer un titre de son premier groupe d'il y a 25 ans ! 🤩 https://www.youtube.com/watch?v=bktBm4m9...","Une prouesse pour rejouer un titre de son premier groupe d'il y a 25 ans ! 🤩 https://www.youtube.com/watch?v=bktBm4m9fVg","",""
2020-05-02T10:35:00,"2 mai 2020 à 10:35","Une prouesse pour rejouer un titre de son premier groupe d'il y a 25 ans ! 🤩 https://www.youtube.com/watch?v=bktBm4m9...","Une prouesse pour rejouer un titre de son premier groupe d'il y a 25 ans ! 🤩 https://www.youtube.com/watch?v=bktBm4m9fVg","",""
2020-05-02T10:35:00,"2 mai 2020 à 10:35","Une prouesse pour rejouer un titre de son premier groupe d'il y a 25 ans ! 🤩 https://www.youtube.com/watch?v=bktBm4m9...","Une prouesse pour rejouer un titre de son premier groupe d'il y a 25 ans ! 🤩 https://www.youtube.com/watch?v=bktBm4m9fVg","",""
2020-05-02T09:45:00,"2 mai 2020 à 09:45","Lancement de la 3e phase du projet #entoijevoisdemain !","Lancement de la 3e phase du projet #entoijevoisdemain !\n🔴Live : Nico joue TOUS les instruments pour rendre un hommage touchant à son premier groupe.\n🎬Vlog : 4 interviews se croisent pour raconter le groupe Loretta Fortknox et les débuts de Nico Sarro.⤵ \nhttps://zcu.io/4WzK","photos_and_videos/Photosdujournal_Eix909TVeA/95643251_270451967681343_2013901536505102336_o_270451964348010.jpg",""
2020-05-01T19:00:00,"1 mai 2020 à 19:00","Demandez le programme du moi de mai pour #entoijevoisdemain !","Demandez le programme du moi de mai pour #entoijevoisdemain !\n5/05  ▶  #LorettaFortknox, le 1er groupe\n9/05  ▶  #Swim, 2e groupe\n16/05  ▶ Un vieil inédit !\n23/05  ▶  L'histoire avec #Björk dévoilée !\n29/05  ▶  Hommage à #JeffBuckley \nhttps://zcu.io/Sykt","photos_and_videos/Photosdujournal_Eix909TVeA/95719508_269936174399589_4319041343608324096_o_269936167732923.jpg",""
2020-05-01T15:08:00,"1 mai 2020 à 15:08","","","",""
2020-05-01T11:12:00,"1 mai 2020 à 11:12","","","",""
2020-05-01T09:00:00,"1 mai 2020 à 09:00","La veille de passer à la PHASE 3 du projet #entoijevoisdemain, petit retour sur une des influences majeures de Nico S...","La veille de passer à la PHASE 3 du projet #entoijevoisdemain, petit retour sur une des influences majeures de Nico Sarro de cette période de l'adolescence... #Radiohead   Bientôt 1k vues pour cette vidéo aussi ! ⤵  https://zcu.io/6sZhMis à jour : 1 mai 2020 à 09:00","",""
2020-04-30T19:00:00,"30 avr. 2020 à 19:00","On prépare les visuels et le programme de la 3e phase du projet #entoijevoisdemain : ""AUTOUR DE SARRO"".","On prépare les visuels et le programme de la 3e phase du projet #entoijevoisdemain : ""AUTOUR DE SARRO"".\nLes premiers groupes de Nico (#LorettaFortknox, #Swim), #Björk, #TF1 et #Heroes...\nDes 🎬Vlog denses et des 🔴Live où Nico va devoir ressortir les vieilles compos !\nRDV samedi","photos_and_videos/Photosdujournal_Eix909TVeA/95490844_269134207813119_3130222347722686464_o_269134201146453.jpg",""
2020-04-30T10:30:00,"30 avr. 2020 à 10:30","","","",""
2020-04-30T08:50:00,"30 avr. 2020 à 08:50","Ce fut l'une des premières performances de Nico Sarro pour #entoijevoisdemain : une reprise de #OtisRedding personnel...","Ce fut l'une des premières performances de Nico Sarro pour #entoijevoisdemain : une reprise de #OtisRedding personnelle et magique ! Une vidéo sans retouche. Du vrai LIVE en une seule prise, comme seuls les grands chanteurs peuvent se le permettre. ⤵  https://zcu.io/4LVIMis à jour : 30 avr. 2020 à 08:50","",""
2020-04-29T17:00:00,"29 avr. 2020 à 17:00","✅ 1000 heures d'écoutes sur la chaîne #entoijevoisdemain","✅ 1000 heures d'écoutes sur la chaîne #entoijevoisdemain\n✅ 23 semaines consécutives de publications d'un 🔴Live et d'un 🎬Vlog\n✅ 2 Live-streaming d'une heure chacun\n✅ 2 vidéos bonus\n✅ ...et de nouveaux TIPS sur la page Tipeee du projet. Merci.  ⤵ \nhttps://zcu.io/ufjF","photos_and_videos/Photosdujournal_Eix909TVeA/95558127_268284487898091_7315527575193780224_o_268284481231425.jpg",""
2020-04-29T08:50:00,"29 avr. 2020 à 08:50","Le 🎬Vlog #23 est spécial et semble vous intéresser au plus point ! 🤘 Merci. Nico adore ce groupe et c'est passionnant...","Le 🎬Vlog #23 est spécial et semble vous intéresser au plus point ! 🤘 Merci. Nico adore ce groupe et c'est passionnant de l'écouter en parler ⤵  https://zcu.io/ydarMis à jour : 29 avr. 2020 à 08:50","",""
2020-04-28T17:00:00,"28 avr. 2020 à 17:00","Elle est dans notre 5 des cover de Nico pour #entoijevoisdemain QUEL EST VOTRE TOP 5 ? Voici le nôtre : 1. Who Wants ...","Elle est dans notre 5 des cover de Nico pour #entoijevoisdemain QUEL EST VOTRE TOP 5 ? Voici le nôtre : 1. Who Wants To Live Forever (QUEEN)  2. Aucun Express (BASHUNG) 3. Forty Six and 2 (TOOL)  4. Renée (TALK TALK) 5. These arms of mine (OTIS REDDING) https://zcu.io/HeCFMis à jour : 28 avr. 2020 à 17:00","",""
2020-04-28T08:50:00,"28 avr. 2020 à 08:50","Un nouveau 🔴Live vient de passer les 1k vues, et c'est un cover en français : Balavoine revu et interprété rock par N...","Un nouveau 🔴Live vient de passer les 1k vues, et c'est un cover en français : Balavoine revu et interprété rock par Nico Sarro.  Encore une performance très personnelle, comme on les aime à #entoijevoisdemain ⤵  https://zcu.io/L4anMis à jour : 28 avr. 2020 à 08:50","",""
2020-04-27T19:00:00,"27 avr. 2020 à 19:00","Le replay du 🎬vlog en live-streaming de dimanche soir est dispo. Merci à toutes celles et ceux qui étaient présents e...","Le replay du 🎬vlog en live-streaming de dimanche soir est dispo. Merci à toutes celles et ceux qui étaient présents et nous ont posé leurs questions. Des super moments d'échange et même un appel à l'aide qui reçu une réponse positive instantanée !! 🤘 ⤵  https://zcu.io/ckmqMis à jour : 27 avr. 2020 à 19:00","",""
2020-04-27T08:50:00,"27 avr. 2020 à 08:50","Le 🔴Live #entoijevoisdemain de ce week-end est une vraie performance (reprendre du TOOL !!! 😱🤘) et vous êtes nombreux...","Le 🔴Live #entoijevoisdemain de ce week-end est une vraie performance (reprendre du TOOL !!! 😱🤘) et vous êtes nombreux à l'avoir déjà apprécié : MERCI ! Faites connaître le projet, on a besoin de vous ! ⤵  https://zcu.io/s9muMis à jour : 27 avr. 2020 à 08:50","",""
2020-04-26T21:00:00,"26 avr. 2020 à 21:00","🔴🎬🔥🔥🔥Rejoignez-nous sur Youtube, Nico et Damien sont en live ""confiné"" pendant une heure pour faire le bilan de la 2e...","🔴🎬🔥🔥🔥Rejoignez-nous sur Youtube, Nico et Damien sont en live ""confiné"" pendant une heure pour faire le bilan de la 2e phase du projet #entoijevoisdemain et répondre à toutes les question posées dans le chat !\n➡ https://zcu.io/hoJx","photos_and_videos/Photosdujournal_Eix909TVeA/94754020_266170274776179_7246070193011556352_o_266170271442846.jpg",""
2020-04-26T09:30:00,"26 avr. 2020 à 09:30","😱 Un artiste comme lui aurait sans doute mérité un peu plus d'attention... Quand on entend ça, nous, on pense que oui...","😱 Un artiste comme lui aurait sans doute mérité un peu plus d'attention... Quand on entend ça, nous, on pense que oui !!! ...et vous ? ➡  https://zcu.io/nBG1Mis à jour : 26 avr. 2020 à 09:30","",""
2020-04-25T18:00:00,"25 avr. 2020 à 18:00","Après le cover de ouf de TOOL ce matin, c'est l'heure de communiquer sur notre site web, désormais en ligne et foncti...","Après le cover de ouf de TOOL ce matin, c'est l'heure de communiquer sur notre site web, désormais en ligne et fonctionnel.\nN'hésitez pas à vous abonner à notre newsletter hebdo pour suivre l'actualité du projet #entoijevoisdemain ! ⤵ \nhttps://zcu.io/cqYP","photos_and_videos/Photosdujournal_Eix909TVeA/94726940_265308754862331_6793377728025329664_o_265308751528998.jpg",""
2020-04-25T14:29:00,"25 avr. 2020 à 14:29","Alors ça, c'est juste énorme !!!","Alors ça, c'est juste énorme !!!","",""
2020-04-25T13:00:00,"25 avr. 2020 à 13:00","N'oubliez pas, demain soir à 21h sur la chaîne Youtube #entoijevoisdemain !","N'oubliez pas, demain soir à 21h sur la chaîne Youtube #entoijevoisdemain !\nVenez nous poser vos questions dans le chat, on y répondra !\nhttps://zcu.io/ubnZ","photos_and_videos/Photosdujournal_Eix909TVeA/95120354_265117684881438_3368334123432148992_o_265117681548105.jpg",""
2020-04-25T10:17:00,"25 avr. 2020 à 10:17","Alors ça, c'est juste énorme !!! Et c'est un chanteur français ;) https://www.youtube.com/watch?v=0Qis5gUiqAs","Alors ça, c'est juste énorme !!! Et c'est un chanteur français ;) https://www.youtube.com/watch?v=0Qis5gUiqAs","",""
2020-04-25T10:16:00,"25 avr. 2020 à 10:16","Alors ça, c'est juste énorme !!!","Alors ça, c'est juste énorme !!!","",""
2020-04-25T09:45:00,"25 avr. 2020 à 09:45","Les deux dernières vidéos #entoijevoisdemain pour la phase 2 sur l'adolescence de Nico Sarro :","Les deux dernières vidéos #entoijevoisdemain pour la phase 2 sur l'adolescence de Nico Sarro :\n🔴 Live de TOOL (featuring JMZ)... un truc de ouf !!! 😱😱😱  \n🎬 Vlog spécial de 15 minutes (!) sur TOOL \nViens écouter ⤵ \nhttps://zcu.io/7rpm \n#TOOL #cover #music #Aenima #Sarro","photos_and_videos/Photosdujournal_Eix909TVeA/94735436_265021268224413_7969428198456819712_o_265021264891080.jpg",""
2020-04-24T19:00:00,"24 avr. 2020 à 19:00","","","",""
2020-04-24T13:00:00,"24 avr. 2020 à 13:00","Le replay de l'interview de Nico d'hier sur PA TV est dispo à partir de 9'35 ici ⤵  https://zcu.io/rO5g  🙏 Merci à la...","Le replay de l'interview de Nico d'hier sur PA TV est dispo à partir de 9'35 ici ⤵  https://zcu.io/rO5g  🙏 Merci à la télévision de l'Arbresle  pour cette interview et la diffusion d'un des lives de #entoijevoisdemain !Mis à jour : 24 avr. 2020 à 13:00","",""
2020-04-24T08:50:00,"24 avr. 2020 à 08:50","...Il y a 30 ans se formait un groupe unique...","...Il y a 30 ans se formait un groupe unique...\nDemain, attendez-vous à un 🔴Live #entoijevoisdemain de ouf, avec l'excellent JMZ à la guitare acoustique !\nA DEMAIN LES AMI-E-S !","photos_and_videos/Photosdujournal_Eix909TVeA/94484653_264188024974404_5699071257014697984_o_264188021641071.jpg",""
2020-04-23T19:00:00,"23 avr. 2020 à 19:00","📢 Blanc, le 🔴Live #1 du projet #entoijevoisdemain sera diffusé dans l'émission Faune sensible à partir de 19h sur la ...","📢 Blanc, le 🔴Live #1 du projet #entoijevoisdemain sera diffusé dans l'émission Faune sensible à partir de 19h sur la radio ramdam. fm ! Un grand merci à eux et à L'Oreille à l'envers pour leur soutien ! http://www.https/://zcu.io/ijmZ/emissions/Mis à jour : 23 avr. 2020 à 19:00","",""
2020-04-23T17:00:00,"23 avr. 2020 à 17:00","Surprise ! Nico Sarro est en interview en live sur PATV à 17h. En suivant ce lien vers la PA TV ⤵  https://zcu.io/l8l...","Surprise ! Nico Sarro est en interview en live sur PATV à 17h. En suivant ce lien vers la PA TV ⤵  https://zcu.io/l8lhMis à jour : 23 avr. 2020 à 17:00","",""
2020-04-23T08:50:00,"23 avr. 2020 à 08:50","📻 Ce soir, l'émission Faune sensible passera ""Blanc"" du projet #entoijevoisdemain","📻 Ce soir, l'émission Faune sensible passera ""Blanc"" du projet #entoijevoisdemain\n🔴🎬 Samedi à 9h45, le vlog en Youtube Première, puis le Live, qui s'annonce exceptionnel ! ;)\n🎥 Dimanche à 21h, le bonus au Vlog avec Nico et Damien qui répondront à vos question !","photos_and_videos/Photosdujournal_Eix909TVeA/94745789_263366578389882_95237914786529280_o_263366571723216.jpg",""
2020-04-22T19:00:00,"22 avr. 2020 à 19:00","C'était la chanson casse-gueule remontée de la 1ère phase du projet #entoijevoisdemain (l'enfance de Nico Sarro). Une...","C'était la chanson casse-gueule remontée de la 1ère phase du projet #entoijevoisdemain (l'enfance de Nico Sarro). Une version à nulle autre pareil de #AlloMamanBobo de #AlainSouchon... qui est sur le point de dépasser les 1k vues elle aussi ! ⤵  https://zcu.io/8ZCqMis à jour : 22 avr. 2020 à 19:00","",""
2020-04-22T08:50:00,"22 avr. 2020 à 08:50","🤲 Quelques petits changements dans les objectifs sociaux du projet #entoijevoisdemain ! 2000 vues pour Blanc et 300 a...","🤲 Quelques petits changements dans les objectifs sociaux du projet #entoijevoisdemain ! 2000 vues pour Blanc et 300 abonnés pour des cadeaux. :) Rejoignez-nous. Toutes les infos ici ⤵  https://zcu.io/BI0TMis à jour : 22 avr. 2020 à 08:50","",""
2020-04-21T19:42:00,"21 avr. 2020 à 19:42","2 rendez-vous :","2 rendez-vous :\n1⃣ 📻 L'émission Faune sensible jeudi à 19h sur ramdam. fm ( L'oreille à l'envers)\n2⃣ 🎥 Nico Sarro et Damien C. en Live Streaming dimanche pour la fin de la 2e phase du projet #entoijevoisdemain sur la chaîne Youtube !\nVenez nombreuses et nombreux !","photos_and_videos/Photosdujournal_Eix909TVeA/94179850_262151541844719_1008395107772137472_o_262151538511386.jpg",""
2020-04-21T08:50:00,"21 avr. 2020 à 08:50","""Quand tu as entendu une chanson des Pixies, elle te reste... jusqu'à la fin !"" Le 🎬Vlog #entoijevoisdemain de samedi...","""Quand tu as entendu une chanson des Pixies, elle te reste... jusqu'à la fin !"" Le 🎬Vlog #entoijevoisdemain de samedi est passionnant. Comme d'hab ! 😉  https://zcu.io/ZHB6   #Pixies #music #rock #alternatifMis à jour : 21 avr. 2020 à 08:50","",""
2020-04-20T17:00:00,"20 avr. 2020 à 17:00","Nous avons atteint la barre des 300€/mensuel de soutien pour le projet #entoijevoisdemain !!! Merci à vous !!! 🙏🙏🙏   ","Nous avons atteint la barre des 300€/mensuel de soutien pour le projet #entoijevoisdemain !!! Merci à vous !!! 🙏🙏🙏   \nNous débloquons donc 4 vidéos 🔴Live supplémentaires ! Yuhu !!\nRejoignez-nous et débloquons d'autres bonus ! ⤵ \nhttps://zcu.io/A4cx","photos_and_videos/Photosdujournal_Eix909TVeA/93702717_261122855280921_7000789116157689856_o_261122851947588.jpg",""
2020-04-20T12:25:00,"20 avr. 2020 à 12:25","Blanc, le 🔴Live #1 du projet #entoijevoisdemain passe depuis hier en rotation haute sur Fréquence verte ! 🎉 🎉 🎉  Un g...","Blanc, le 🔴Live #1 du projet #entoijevoisdemain passe depuis hier en rotation haute sur Fréquence verte ! 🎉 🎉 🎉  Un grand merci à Pascal et les équipes de la radio pour leur soutien ! La radio ➡  https://zcu.io/tYG4  Blanc ➡ https://zcu.io/AJVSMis à jour : 20 avr. 2020 à 12:25","",""
2020-04-20T08:50:00,"20 avr. 2020 à 08:50","Ce week-end, #entoijevoisdemain a publié 2 vidéos :","Ce week-end, #entoijevoisdemain a publié 2 vidéos :\n1⃣  Un 🔴Live de Nico Sarro qui a choisi de prendre les #Pixies\n➡  https://zcu.io/VL5R \n2⃣  Un 🎬Vlog pour parler de Pixies et de l'annonce de la fin de la 2e phase du projet\n➡ https://zcu.io/s3sM","photos_and_videos/Photosdujournal_Eix909TVeA/93612667_260846048641935_2341559763973701632_o_260846045308602.jpg",""
2020-04-19T18:00:00,"19 avr. 2020 à 18:00","📣 Rendez-vous dans une semaine, dimanche 26 avril à 21h, pour une heure de FAQ en LIVE sur la chaîne #entoijevoisdema...","📣 Rendez-vous dans une semaine, dimanche 26 avril à 21h, pour une heure de FAQ en LIVE sur la chaîne #entoijevoisdemain avec Nico Sarro et Damien C.\nIls répondront à vos questions et reviendront sur cette 2e phase qui s'achève  - celle de l'adolescence.\nVivement ! ;)","photos_and_videos/Photosdujournal_Eix909TVeA/94078654_260384138688126_1885939479911333888_o_260384132021460.jpg",""
2020-04-19T09:30:00,"19 avr. 2020 à 09:30","Another 🔴Live #entoijevoisdemain... qui fait quand même bien la blague !","Another 🔴Live #entoijevoisdemain... qui fait quand même bien la blague !\n#Pixies #Hey #Sarro #TuAimesLaMusiqueNon? ⤵ \nhttps://zcu.io/FKyT","photos_and_videos/Photosdujournal_Eix909TVeA/93829440_260071772052696_2107176281870172160_o_260071765386030.jpg",""
2020-04-18T18:00:00,"18 avr. 2020 à 18:00","2 nouveaux ""Tips"" rien qu'aujourd'hui !","2 nouveaux ""Tips"" rien qu'aujourd'hui !\nNous sommes à 26€ (!) du prochain objectif 😍\nEncore 2 ou 3 Tips et nous débloquons 2 🔴Live bonus de Nico Sarro !!!\n➡ La page Tipeee pour nous rejoindre : https://zcu.io/FQYE\n➡ Et les 2 vidéos du jour : https://zcu.io/jKqv","photos_and_videos/Photosdujournal_Eix909TVeA/93853285_259554842104389_2990165122057502720_o_259554835437723.jpg",""
2020-04-18T10:02:00,"18 avr. 2020 à 10:02","Cover Pixies revisité par une voix magnifique ! https://youtu.be/1DH2LAt371k","Cover Pixies revisité par une voix magnifique ! https://youtu.be/1DH2LAt371k","",""
2020-04-18T10:01:00,"18 avr. 2020 à 10:01","Cover Pixies revisité par une voix magnifique ! https://youtu.be/1DH2LAt371k","Cover Pixies revisité par une voix magnifique ! https://youtu.be/1DH2LAt371k","",""
2020-04-18T09:45:00,"18 avr. 2020 à 09:45","C'est l'avant-dernière semaine avant la fin de la 2e phase du projet #entoijevoisdemain ! Au menu :","C'est l'avant-dernière semaine avant la fin de la 2e phase du projet #entoijevoisdemain ! Au menu :\n🔴Live cover Pixies en acoustique !\n🎬Vlog Pixies et transition vers... Loretta Fortknox !\nIl ne vous reste plus qu'à valider les ami-e-s ! ⤵ \nhttps://zcu.io/Wg6q","photos_and_videos/Photosdujournal_Eix909TVeA/93774868_259234098803130_4966878057164963840_o_259234092136464.jpg",""
2020-04-17T20:00:00,"17 avr. 2020 à 20:00","📣 🇬🇧Hey fellow friends English speakers!","📣 🇬🇧Hey fellow friends English speakers!\nThe ""All you need too know"" video about #entoiejvoisdemain project has now English subtitles so you can learn the concepts and meaning of all this crazy thing.\nLook out and spread the words! ⤵ \nhttps://zcu.io/6duX","photos_and_videos/Photosdujournal_Eix909TVeA/94147769_258766502183223_426706474031382528_o_258766495516557.jpg",""
2020-04-17T15:57:00,"17 avr. 2020 à 15:57","Pour toutes celles et ceux que ça intéresse, Grace Prod et le projet #entoijevoisdemain ont désormais un profil Linke...","Pour toutes celles et ceux que ça intéresse, Grace Prod et le projet #entoijevoisdemain ont désormais un profil Linkedin ! \n➡ https://zcu.io/Uvm4","photos_and_videos/Photosdujournal_Eix909TVeA/93709818_258619945531212_7578077212306309120_o_258619938864546.jpg",""
2020-04-17T09:00:00,"17 avr. 2020 à 09:00","🎁Nous venons de mettre en ligne la deuxième vidéo bonus 🎬 pour nos Tipeurs et Tipeuses qui soutiennent financièrement...","🎁Nous venons de mettre en ligne la deuxième vidéo bonus 🎬 pour nos Tipeurs et Tipeuses qui soutiennent financièrement de quelques euros par mois le projet #entoijevoisdemain\nVous voulez voir cette vidéo ?\nRejoignez-nous sur notre page Tipeee ⤵\nhttps://zcu.io/CDqU","photos_and_videos/Photosdujournal_Eix909TVeA/93722156_258341342225739_612748299627134976_o_258341338892406.jpg",""
2020-04-16T19:00:00,"16 avr. 2020 à 19:00","On ne s'en lasse pas ! ⤵  https://zcu.io/Fvg5  #JosephArthur #cover #Sarro #entoijevoisdemain #musicMis à jour : 16 a...","On ne s'en lasse pas ! ⤵  https://zcu.io/Fvg5  #JosephArthur #cover #Sarro #entoijevoisdemain #musicMis à jour : 16 avr. 2020 à 19:00","",""
2020-04-16T10:18:00,"16 avr. 2020 à 10:18","Il y a 6 mois, on se lançait dans un projet dingue, 100% indépendant, avec un putain de bon concept et un artiste hor...","Il y a 6 mois, on se lançait dans un projet dingue, 100% indépendant, avec un putain de bon concept et un artiste hors norme...\nSouvenir de ce 1er tournage. Pression maximale sur ce titre qu'il ne fallait pas rater ! ⤵ \nhttps://zcu.io/U1ro  \nMERCI A VOUS","photos_and_videos/Photosdujournal_Eix909TVeA/93378705_257536318972908_1065243780233297920_o_257536312306242.jpg",""
2020-04-15T18:00:00,"15 avr. 2020 à 18:00","Parce qu'il a été si important dans le parcours de Nico Sarro, on vous invite à aller voir la chaîne Youtube de Josep...","Parce qu'il a été si important dans le parcours de Nico Sarro, on vous invite à aller voir la chaîne Youtube de Joseph Arthur.\nIl y héberge les épisodes de son fantastique podcast sur la musique (pour les anglophones) entre autres choses merveilleuses ⤵ \nhttps://zcu.io/S2aQ","photos_and_videos/Photosdujournal_Eix909TVeA/93660010_257006695692537_5806836242783928320_o_257006692359204.jpg",""
2020-04-15T08:57:00,"15 avr. 2020 à 08:57","Moins de  30 vues pour passer les 1k sur le cover #Mama de #Genesis, joué en 🔴Live par Nico #Sarro pour le projet #en...","Moins de  30 vues pour passer les 1k sur le cover #Mama de #Genesis, joué en 🔴Live par Nico #Sarro pour le projet #entoijevoisdemain\nVous savez savez ce qu'il vous reste à faire, hein ? ⤵ \nhttps://zcu.io/dybG","photos_and_videos/Photosdujournal_Eix909TVeA/93840236_256684575724749_5897815860705230848_o_256684569058083.jpg",""
